,Anonymized Message,Avg_Valence,Avg_Arousal,Valence_Scaled,Arousal_Scaled
2704,"thinks <PERSON>is a dick and needs to get off of his pedestal ,)",3.0,4.0,-1.0,-1.0
2705,Yep...yep.,5.0,1.5,0.0,-2.0
2706,i like your beard,5.5,1.0,0.0,-2.0
2707,"Tommorow is going to be fucking amazing. Let's just say it involves my PS3, Black Ops, Mr. Holbrook, fifth period, school. and a bunch of kids.",6.5,3.0,1.0,-2.0
2708,"Great, now im ill. Fate is a conspiring bastard.",3.5,2.5,-1.0,-2.0
2709,Have to work wed. night . . sorry church gang nothing i can do . .,4.0,2.0,-1.0,-2.0
2710,"I am the Bad Wolf. I create myself. I take the words... I scatter them, in time and space. A message, to lead myself here.",5.0,2.5,0.0,-2.0
2711,My net's network is messed up today so if anyone wants to get in touch just mail me and I'll get back to you ASAP. Cheers,5.0,1.5,0.0,-2.0
2712,Isan't feeling sick woohoo! lol,6.0,3.5,1.0,-1.0
2713,loves hubby's singing :D,6.0,2.0,1.0,-2.0
2714,"A nice day but full of adventures in Manchester:)...It's a hard life\ sometimes:))\""""",5.5,3.0,0.0,-2.0
2715,Its only right to root for the only Manning left.  GO COLTS!!,5.5,6.5,0.0,0.0
2716,just woke up from a nice nap.About to go to my moms to do some hair.Got to get back to et some more sleep so i'm well rested for the big day tomrrow.To all my girls have a great day 2marrow.Love yall!!!!!,7.0,6.0,1.0,0.0
2717,Good Morning w/ a head ache.,4.0,1.0,-1.0,-2.0
2718,"Here comes the start of every sleepless night...\\""""",4.5,2.0,-1.0,-2.0
2719,is not going to make it to horror movie heros to night.,5.0,1.0,0.0,-2.0
2720,"If you love me, comment on this status        If im a good friend, like my status        If you ever had a crush on me, poke me        If you hate me ,message me and tell me why        If you are brave enough, make this your status",5.0,1.0,0.0,-2.0
2721,..life is a fairytale.. the most wonderful fairytale of all.. ^^,6.5,2.0,1.0,-2.0
2722,I hate spam :(,4.0,1.5,-1.0,-2.0
2723,"Marrey Christmas! I hope everyone has an astounding day, and gets tons of loot!!!",7.5,6.5,1.0,0.0
2724,"I am working five days a week and only take a bath for five days, now my friends are now laughing at me. Any way i don't care as the bible says do nothings on sabath and i deed nothing i will only watch tomorrow morning when i go to work. They can laugh but i won't take a bath",5.0,2.0,0.0,-2.0
2725,"Change your default facebook picture to a cartoon character from your childhood. The goal? To not see a human face on facebook until Monday the 6th of Dec. Join the fight AGAINST Child Abuse, and invite your friends to do the same",5.5,1.5,0.0,-2.0
2726,Alien Technology,5.0,1.0,0.0,-2.0
2727,feeling like a bird sitting high=],7.0,2.0,1.0,-2.0
2728,Merry Christmas,6.0,1.5,1.0,-2.0
2729,And Queen,5.0,1.0,0.0,-2.0
2730,I might have the flu!! Yay (not)      UGH!!!,4.0,6.5,-1.0,0.0
2731,guess whos back yeah its me da # 1 dj here at your facebook hahaha enjoy fam!!!!!!,6.0,7.5,1.0,1.0
2732,Poor Abraham Lincoln its to bad you an Barack Obama can't trade places. Anti Obama I hate that guy. F_ _ _ you Obama your biggest fan RFM.,2.0,4.5,-1.0,-1.0
2733,I am way too beautiful and popular to be sick...  FML,4.0,2.5,-1.0,-2.0
2734,Off to the bridal shop!! :),6.5,5.5,1.0,0.0
2735,"Look what my mate found on google earth XD go to this and go street view Rugdeveien 39, 5097 Bergen, Hordaland, Norway",5.0,2.5,0.0,-2.0
2736,"Why do I have this sudden, powerful (my wife would describe it differently) need to completely overhaul my house, clean every nook and cranny, and completely reorganize everything in sight?",5.0,2.0,0.0,-2.0
2737,"Helping out Cafe' Di Luna move to a new spot on 3rd and Herr. Best coffee in the city.. Dwelling on NEGATIVITY only contributes to its POWER. Putting my inspiration, imagination and skills to the test..",5.5,2.5,0.0,-2.0
2738,may need a little drink in the Jazz bar,5.0,1.0,0.0,-2.0
2739,"it's me who never lost...,i just let you win...,and your reward is too...,grab and hold my heart...",5.0,2.5,0.0,-2.0
2740,"Goddamnit people, it's FOR SALE, not for sell\. Jesus Christ""",5.0,2.0,0.0,-2.0
2741,Hey guys my step mom challenged me 1.50 dollars to clean out her cats litter box so with the same with gary i think that is his name. Well i almost died back there it smelt of a rotted turd you wont ever want ot do it but i forgot.,5.0,2.0,0.0,-2.0
2742,water teaches us acceptance..let our emotions flow like water.....,5.5,2.5,0.0,-2.0
2743,is teaching Chito how to skip out of CLE with no remorse...,5.0,2.0,0.0,-2.0
2744,busy in my project...time for end semester...,5.0,2.0,0.0,-2.0
2745,"missing sum1 wen u r alone is nt affection. But, thinking of sum1 even wen u r busy is called real affection.....",5.5,2.5,0.0,-2.0
2746,"Just went and saw Deathly Hallows,  what a great movie!!!",6.0,6.0,1.0,0.0
2747,"Heading to see a movie with my sweetie, anything good out?",6.0,2.0,1.0,-2.0
2748,Love is like a fine wine you either savor the sips and create a long and enjoyable relationships or you chug glass after glass till you end up drunk and alone,6.0,1.5,1.0,-2.0
2749,<3 Love is not blind..it sees and doesn't mind....according to my cmz...is it true? <3,5.5,3.0,0.0,-2.0
2750,"I can't fly, my wings don't work so I	Get high so my feelings ain't hurt	Fuck the world, don't ask me for shit	Dead and gone but it still don't quit.",3.0,2.5,-1.0,-2.0
2751,im bored....anyone care easing my boredom???,4.0,3.0,-1.0,-2.0
2752,I'm offiicially no longer in beaverton. Good to know you all. No internet now so peace everyone,5.0,1.0,0.0,-2.0
2753,"needs a drink, ASAP!!!!!!!",5.0,8.5,0.0,1.0
2754,F64 echipament foto-video <URL> by using the above link you will benefit of a 2% discount on all your orders,5.0,1.0,0.0,-2.0
2755,"Awww, thanks ya'll! Thats real sweet o' you! And if I may have a moment of sentimentality, all of you made it Xtra special. Thanks again! :)",7.5,5.5,1.0,0.0
2756,*Points at new Profilepick* DON'T I LOOK SEXY Dddddrawn by my love and coloured without permission by meeeeeeeee |D,5.0,4.0,0.0,-1.0
2757,LeT's CoMMiT tHe PeRfEcT CRIME..... I ll StEaL YoUr HEART aNd U sTeAl MiNe,5.0,3.5,0.0,-1.0
2758,"I can now add 'Ginger Tea' to the list of things that I have burned while attempting to cook them, it might top 'hard boiled eggs' but I am not sure.",5.0,1.5,0.0,-2.0
2759,WHO WANNA HANG. HOLLA ATCHA BOY.,5.5,3.5,0.0,-1.0
2760,Light headed.,4.5,1.0,-1.0,-2.0
2761,I can feel the wind of change...,5.5,2.0,0.0,-2.0
2762,"Ã¢â‚¬Å“I can't change the direction of the wind, but I can adjust my sails to always reach my destination.Ã¢â‚¬Â",5.5,1.5,0.0,-2.0
2763,looking for something to do this weekend,5.0,1.0,0.0,-2.0
2764,Blessed with a baby boy today...,7.5,2.0,1.0,-2.0
2765,Enjoying my girls and my dogs immensely! DWTS was a great show but im ready for Bristol to go now!,7.0,5.0,1.0,0.0
2766,laper ...,5.0,2.0,0.0,-2.0
2767,my poor four-legged daughter is getting her teeth cleaned and possibly pulled. ITS HELL TO GET OLD!,3.5,5.5,-1.0,0.0
2768,"Im listening to Dream Theater\...they're Amazing...i dont think Josh Ballard is ever wrong when he says somthings good.\""""",6.0,2.5,1.0,-2.0
2769,Feel like buying Google Nexus One!!,5.0,5.0,0.0,0.0
2770,<PERSON> where are you? Are you still dating that guy?,5.0,2.0,0.0,-2.0
2771,just took <PERSON> to the Urgent Care. Broken thumb from sledding. Something about telling her to keep her hands inside the sled didn't register...,4.0,2.5,-1.0,-2.0
2772,is going to bed.......not looking forward to tommorrow,3.5,2.0,-1.0,-2.0
2773,"It would be like beating a unicorn to death with a bag full of rainbows\\""""",4.5,1.5,-1.0,-2.0
2774,"Oh, I love a day off from work.",6.5,2.0,1.0,-2.0
2775,"Sometimes the person you really need is the one you didnÃ¢â‚¬â„¢t think you wanted.\ -Unknown... Think about this one for a second. LOL\""""",5.5,2.5,0.0,-2.0
2776,Crocs,5.0,1.0,0.0,-2.0
2777,"has 167 friends and hasnt even had a fb for a whole day, kinda tight",5.5,1.0,0.0,-2.0
2778,"I Could Not Have Wanted My Birthdai Any Different> Just To Chill Take A Second And Sit Back And C Witch Way My Life Iz Going, And Itz Going Well",6.5,1.5,1.0,-2.0
2779,i wish there was not any snow outside so i could skate,4.5,1.0,-1.0,-2.0
2780,Jager bomb Saturday and headed out to the Steel Horse!,5.5,5.0,0.0,0.0
2781,"A River cuts the rock, not because of its power but because of its consistency. So never lose your hope & keep walking towards the target!",7.5,4.5,1.0,-1.0
2782,2010 --- year of completion,5.5,1.5,0.0,-2.0
2783,Pumped about being back in school can't wait to debate political ideologies with other inquisitive minds!,6.5,5.0,1.0,0.0
2784,I need someone to text!,4.5,4.5,-1.0,-1.0
2785,I will be posting pictures of my fun and wild time in Israel as soon as I got them developed.,5.5,2.0,0.0,-2.0
2786,brother wantz 2 play in the snow aunt nina..awww he said he dont like snow..nevermind bean..,5.0,2.0,0.0,-2.0
2787,Dragonica Bugtrap. _|_,5.0,1.0,0.0,-2.0
2788,It's not easy making a name for yourself        Where do you draw the line?        I never thought id be in this far        Lets have some fun and never change that for anyone        Try not to miss me when I'm gone,5.0,1.5,0.0,-2.0
2789,threeo looks amazing :),6.0,2.5,1.0,-2.0
2790,its 1:30 and im not tired and my nose is in searing pain!!,3.0,6.0,-1.0,0.0
2791,"Truth is, everybody is going to hurt you; you just gotta find the ones worth suffering for. -Bob Marley\"",Truth is",5.5,1.5,0.0,-2.0
2792,"3rd overall for 50k fanball fantasy football.... not sure I'll win, but 38 points away from a decent pay day.",5.5,2.5,0.0,-2.0
2793,":A soul in tension that's learning to fly, Condition grounded but determined to tryCan't keep the eyes from the circling skiesTongue-tied and twisted just an earth-bound misfit.",4.5,1.0,-1.0,-2.0
2794,"Heading n2 town for a while, going to throw something out, which I hopefully won't regret but if anyone GIRLS esp. and boys wana meet up about half 5 or 6 in K2 i thinkit's on <ADDRESS> or thereabouts, feel free, not putting my no. up, I'm not that mad, I'm not going on a bender but just putting it out there for all the bored people who are near Dublin city centre!!!! Please tell me now if uÃ¢â‚¬Â¦ <URL>",5.0,5.5,0.0,0.0
2795,just another day going by,4.5,1.0,-1.0,-2.0
2796,"Orientation was awesome as fuck haha I had fun. I met some new people, was reunited with old people, and got a lot of free stuff:D",6.5,3.0,1.0,-2.0
2797,"realizes that it is the people that create the atmosphere of Chinese New Year, and it is the people he misses. Not Singapore.",4.0,1.5,-1.0,-2.0
2798,I=) Has a great b-day week!!! Thanks everyone!,6.5,6.5,1.0,0.0
2799,"Bored.........like my picture, its of my bear that @<PERSON> gave me. I call her SLUSHIE!",5.0,5.5,0.0,0.0
2800,"1. 2. sing ... hapy b.day to me, hapy b.day to me ...Im 22 yrs old now!!",6.0,5.5,1.0,0.0
2801,"Let me fill your heart with joy and laughter. Togetherness, well that's all I'm after. Whenever you need me, I'll be there. I'll be there to protect you, with an unselfish love that respects you.",7.5,1.5,1.0,-2.0
2802,fun times coming on saturday...<PERSON>bday at mario's...be there or be square!!!,6.0,6.0,1.0,0.0
2803,Life Gets Better from Here :),8.0,2.5,1.0,-2.0
2804,HAPPY DASARA...,6.0,3.5,1.0,-1.0
2805,sumtyms love jaz aint enaf .. haha,5.5,2.5,0.0,-2.0
2806,Well the birthday's over 5 days sober....,5.0,2.0,0.0,-2.0
2807,"The Olive Garden in Jonesboro is not going to be open while I am home:(  Oh well, I can settle for Outback.",4.5,2.0,-1.0,-2.0
2808,"Stumbled across this, seemed appropriate:  Our children coming into maturity will amaze us with the magic in their hearts",7.0,1.5,1.0,-2.0
2809,"WILL BE COMPLETELY HONEST FOR 24 HOURS ... You can ask me any question (only in my INBOX). Any question, no matter how crazy, or stupid it is. There is no ulterior motive, You have my FULL honesty, but I DARE you to put this text on your status and see what questions you get! You know you want to take advantage of this. have fun",5.0,4.0,0.0,-1.0
2810,waiting,5.0,1.0,0.0,-2.0
2811,wet dogs smell,5.0,1.0,0.0,-2.0
2812,is so sensitive....,4.0,2.0,-1.0,-2.0
2813,"approx 300,000 people just bought theyre last beer for the night",4.5,1.0,-1.0,-2.0
2814,It is a million times better to have common sense without education than to have education without common sense...Ã¢â‚¬Å’,5.5,1.5,0.0,-2.0
2815,BEEN A BETTER DAY TODAY MUCH BETTER.FEELING BETTER AN ITS A NICE DAY OUT!!,8.0,6.0,1.0,0.0
2816,i kicked my neighbour in an elevator coz thats how i roll!,5.0,4.5,0.0,-1.0
2817,today it snowed,5.0,1.0,0.0,-2.0
2818,for farmvill: who needs more horseshoes or nails???,5.0,3.5,0.0,-1.0
2819,pp,5.0,1.5,0.0,-2.0
2820,rawr,5.0,1.5,0.0,-2.0
2821,...Whatever you give a woman,5.0,1.5,0.0,-2.0
2822,Happy thanksgiving everybody,6.0,1.5,1.0,-2.0
2823,homeeeee timeeeee whoooooooooooooo haaha,5.5,4.0,0.0,-1.0
2824,Why does waiting for the things you want the most in life seem to take the longest to work themselves out?,4.0,1.5,-1.0,-2.0
2825,wants to go back to school,5.0,1.0,0.0,-2.0
2826,is God omnipotent? or there's no impossible with God? is true?,5.0,2.0,0.0,-2.0
2827,is facing one of the most difficult decisions ever! The job offers are in: DC or Paris!,5.0,5.0,0.0,0.0
2828,Existance begins when consciousness emerges.,5.0,1.5,0.0,-2.0
2829,19 today! Don't know why people thought I was turning 21... I don't look that old.,5.0,5.0,0.0,0.0
2830,"HONEYMOON TRAVELS LTD SAYS..        U KNOW WHEN UR HONEYMOON IS NOT GOOD..        1) When u wait for 1 hr for baggage claim        2) When  Drive Slow Blind Turn\ means nothing to your driver.                     3) When on steep road ur driver informs tht car has pickup problem.        4)  When u reach 5 Hours late at ur destination.\""""",5.0,2.0,0.0,-2.0
2831,You All Rock,6.0,2.0,1.0,-2.0
2832,yeheyyy.......bohol already!,5.5,4.5,0.0,-1.0
2833,No smoking. Day 2.,5.0,1.5,0.0,-2.0
2834,20 of Snow!!!  I can't even open my door....,5.0,6.0,0.0,0.0
2835,my family is fuckin crazy... i dont know whats wrong with them maybe the all got dropped on the head when they were babies that kinda explains there funny lookin heads lmfao .....,3.5,3.5,-1.0,-1.0
2836,"hey, my whatever chip got fried so now i dont have any1s numbers, so i would like it very much if you all wouldnt mind commenting yours bellow! thanks ^^",5.5,4.5,0.0,-1.0
2837,BST to GMT..RESETTING THE CLOCK,5.0,3.5,0.0,-1.0
2838,"There are about 350 million guns in the US, and about 250 million cars.  Annually, roughly 42,000 people die in car accidents, and 30,000 people die from guns (half of which are suicides).  So why isn't anyone trying to ban cars?",5.0,2.0,0.0,-2.0
2839,"Thank you to everybody for the happy birthday and new year....Im sorry its taken a while for me to reply, love you all hope you had a great beginning to your new year also...To my cuzzy you have moved on but will never be forgotten I love you forever cuz",8.0,3.0,1.0,-2.0
2840,i never thought that i could be so wrong about you twice....,3.0,2.5,-1.0,-2.0
2841,i'l be at sta. rosa laguna for the press conference,5.0,1.5,0.0,-2.0
2842,Life is to short to complain so just keep your head up and make sure you just do what you gotta do,6.0,1.5,1.0,-2.0
2843,GAAAAAAAAHHHHHH!!!!!,4.0,8.5,-1.0,1.0
2844,"Like this if you are a goat, cuz goats are madd",5.0,1.5,0.0,-2.0
2845,Sorry Texas fans the sec is just to much to handle,5.0,1.5,0.0,-2.0
2846,got a gun pulled on him last night,3.0,1.0,-1.0,-2.0
2847,<URL>,5.0,1.0,0.0,-2.0
2848,Kids are at Grandma's for the weekend. Don't want to do homework.,5.0,1.5,0.0,-2.0
2849,"Yep, I still hate watching football!!!",4.0,6.0,-1.0,0.0
2850,Out n About. c/t,5.0,1.5,0.0,-2.0
2851,Watchin the ACLS. I love baseball.,6.0,1.0,1.0,-2.0
2852,just got some boxes unpacked and is missing ptc,4.0,1.0,-1.0,-2.0
2853,wants to get a video of the aircraft carrier sinking in Transformers 2. I want to Email it to my dad  >:),5.0,1.5,0.0,-2.0
2854,Got court tomorrow wish me luck,5.0,1.0,0.0,-2.0
2855,Thanks to all my friends for your kind greetings on my birthday. Thank you to all!,7.0,5.0,1.0,0.0
2856,has been married for three years today!  Crazy.,7.0,4.5,1.0,-1.0
2857,Fall quarter started today. So long summer '09. Thanks for the memories.,5.5,2.0,0.0,-2.0
2858,gjdldbj ljgkh djgh kdh dghklhdl kjhgkj!!!!!!!!!!!!!!!,4.5,9.0,-1.0,1.0
2859,Hiya!,5.5,5.0,0.0,0.0
