Arousal, Phrase
4.0, Merry Christmas Everybody... Getting ready for 2010 its on its way... :-)
4.0, Motion City Soundtrack puts this smile on my face-->    :D
4.0, Movie with the pops. Stoked.
4.0, My dad is giving a speech at the flag raising today. I love my family. :)
4.0, Need to be extra careful now a days. flu...conjunctive eyes...typhoid .........are the most common results of ignorance :(
4.0, need to thnk :(
4.0, Never doubt for a minute that every single one of you are on my friend list as a result of a conscious decision. I am not only glad to count you as friends but also as family! Let's see who in my Friend's List actually pays attention. Copy and repost this in your own bulletin. You can't choose ...family but...... you can choose friends
4.0, peeps bye... :P
4.0, Q-Why uu always so quiet? A- im not dat quiet -__-
4.0, relaxing at home... maybe some wine!
4.0, shame on the West Indies :-( good luk for T&T :-)
4.0, So Far We still have school tomorrow :'(
4.0, so fckin bored :@:@
4.0, So tired been up for 22 hours and I still can't go to bed it's shitting me off
4.0, Such strange dreams. I mean really.
4.0, Thank you all who wished me a Happy Birthday..Definatly had a good one  to jump start the year just right! Hope everyone had a Bangin' New Year and God bless all
4.0, Thank You for the great times :) You helped change my life. Ill love and think about you forever! xox
4.0, thank you to all the girl that went out with me for my bday this weekend it was a blast <3
4.0, Thanks everone for wishing me happy bday. Well I am going to go out this weekend to let lose. bad day at work
4.0, Thanks for all my birthday messages. Im pretty bummed out that I'm closer to 30 than I am 20. I shall try to rid myself of that thought by drinking my body weight in frozen margeritas.....and thats a lot of margaritas!
4.0, Thanks for the B Day wishes everyone :)
4.0, thanks to all my friends buat ucapan happy birthdaynya he3 traktirannya nyusul ya ha3
4.0, thanks to every one that wished me a happy birthday i appreciate it and love all of you. and i feel old being 18 hahahah jkjk but its whatever lol . well ill talk to you soon love you guys so much and thanks again
4.0, Thanks to everyone who said Happy birthday to me.....      (cant wait for March 9) :]
4.0, the lady you order food from 525 is rude as fuck wat a bitch
4.0, the squirell is dead and im sad :'( lagrima
4.0, There's apart of me that really misses other worlds...and longs to live in one of them right now.
4.0, Things are starting to look up... :)
4.0, thinks that being sick is so not cool...
4.0, This Iz ReAL
4.0, Thx all for the well wishes!
4.0, Tired of <PERSON> saying I look like a asian lol :'D
4.0, Today has to be the most boring day of this entire summer hands down. :/
4.0, todays my birthday woohoo.
4.0, TOTP this sat
4.0, try'n to figure out how to adopt this pet???
4.0, uhhh part 3???
4.0, want my hair to grow faster!
4.0, Well I'm over the quizzes for the moment..........Pretty uneventful weekend due to the fact I am on call for work.  It sucks but at least I'll be happy when I get my paycheck!
4.0, what a beautiful tuesday morning...y duty...weeee :D
4.0, Why do creepy old men that I don't know insist on adding me as a friend?
4.0, Why won't this semester just end??
4.0, woching NFL :) HD tv allmost makes up for not haveing foxtel eny more
4.0, _:]
4.5, "....Supper - check, dishes - check, couch - check! Now I just need to find the ambition to shower b4 bed! Been a long day!"
4.5, "1 final down, 1 to go!"
4.5, "A River cuts the rock, not because of its power but because of its consistency. So never lose your hope & keep walking towards the target!"
4.5, "At camp. Using an I-thing. Hard to type. Having fun, or something akin to fun. Playing a piano duet with a kid named <PERSON>. Miss you guys. I have to stop using contraband now. G'bye!"
4.5, "Cheesiest joke I've seen all day: I'm a frayed knot. hahahahah! What, you don't like that?"
4.5, "Ergh, Anatomy, 16 page outline AND 15 pages of pictures to label by TOMORROW, I curse you procrastination. May you rot forever in purgatory"
4.5, "FACEBOOK TRICK: press up,up, down, down, left, right, left, right, B, A, Enter key, then left click and magic crcles will appear. the only way to get rid of them are to log off or refresh the page...IT WILL WORK! put this as your status if it works. <-- freaked me out so bad. :O"
4.5, "Had a rough weekend so far-ran over a thing of paint in the Brinker parking garage and now have a part YELLOW car! A/C went out yesterday, it was the motor,it just got fixed about an hour ago.  Tabby had a crappy softball practice the coach has a lot of family on the team so they aren't being too fair, this mom's tongue should def be bleeding as much as I bit it today!  It's gonna get better though,thinking positive!"
4.5, "Has 4 more months n it's goodbye LaGuardia, finally. this school ish is like a prison bid. Now it's time to plan my next move, which is, taken ova tha world lol!. If u aint wit me than ya jus gon get ran ova, move ova lames, cuz me n my time is here to play no gamez, ya dig!"
4.5, "has a Kindergarten story to tell - One of my little girls in my class asked me this morning where was everyone buying the spirit pom pom's, we sell on Friday's at school, because she wanted one.  I told her that she would have to bring some money next week and she could get one.  She then turned and looked at me with the most serious little face and said, Do they take debit cards?\  LOL!\"""""
4.5, "hey, my whatever chip got fried so now i dont have any1s numbers, so i would like it very much if you all wouldnt mind commenting yours bellow! thanks ^^"
4.5, "Hi everybody! Just saying hi, real quick. bye now!"
4.5, "I am gonna buy a leather jacket and some really dark glasses, then im gonna get my left ear peirced, and my nose peirced, and a lip peircing ( actually thats overkill cut that out) but anyway theres nothing you can do about it. HA !!!"
4.5, "I was told today that I have alot of pistures of me up on Facebook.My response to that was,I LOVE MYSELF!...Its true! I can be disliked or hated by anybody,but my head remains high. Deuces"
4.5, "I wish <PERSON> would phone or email me. He should be in Seattle by now, he's been gone almost a week and not a word. :("
4.5, "I'm not sure I want to hear what you guys might come up with lol But, I'll go for it! If you read this"
4.5, "I've got a soul that cannot sleep\ ! :D\"""""
4.5, "If I'm not rollin' like a rockslide, I'm layin' in da cut like peroxide!"
4.5, "If there is such a thing as facebook, is there a Facelibrary?.... CAN A BROTHA GET A DEWEY DECIMAL SYSTEM HERE? :)"
4.5, "If you are avoiding me just because your being teased, it might mean that you are a coward. You never faced the words thrown that are against your will. But I will never get angry at you because you are still stuck somewhere in my heart where i might not find you for years. I will wait for you to come near me and say something to me. I would be glad to hear it from you, ****** :) :) :) Happy Valentines Day!!"
4.5, "is rather sad that <PERSON>,<PERSON>,<PERSON>,<PERSON> and <PERSON>  will be leaving soon!:("
4.5, "is watching Russia x USA. Semifinals of the Women's Volleyball World Championships! Later the other semifinal, Brazil x Japan!"
4.5, "Not my chair, not my problem thats what i always say! light houses rule!...lol"
4.5, "Oh, looks like we're going to have to draw some... STRAWS."
4.5, "Ok, so if you watch the news on channel 33 out of dallas at 9:37 PM you just say a picture of <PERSON>. SHE IS FAMOUS!! lol."
4.5, "Pizza reaches home faster than Ambulance & police,  Car loans @ 5% and education loan @ 12%, Rice is Rs 40/- per kg but SIM card is free, The footwear is sold in AC showrooms, but vegetables, that we eat, are sold on footpaths...Got to change something here..."
4.5, "Recuperating after LASIK..  My day has been filled with naps, eye drops, and more naps! =D"
4.5, "Sunny Queensland. beautiful one day, perfect the next!"
4.5, "tHANk U EVERy1 4 All tHE HAPPy BDAyS . i HAD fUN , DiNNER N a MOViE tHANkS BABE ."
4.5, "Thank you all for the kind birthday wishes!  I am so lucky to have such wonderful family and friends.  Now, you will have to excuse me because I have a date with Tom Brady in 17 minutes ;)"
4.5, "thank you all for your wonderfull sentiments it meant alot, never in my life do i remeber gettig so many greetings it was nice. i had a wonderfull day and a wonderfull time at my moms and i lit up her path to the barns this year, NO MORE FLASHLIGHTS YEA!!  and my horse has lights too she scared of the storms up here for some strange reason. i love my mama"
4.5, "thanks for all the birthday messages, rightg now i am definately feeling a year older!"
4.5, "The Government is lost to the <PERSON>, an alien Empire that gives free food and med to the world but not all are so trusting. A loose group of families  the media calls the unmarked flee to the remote areas of the states, Provence and ghettos of the world.... just what in my head!..."
4.5, "The moment your dreams become a reality, is the moment you know you're finally living!! Any other experience is just ceasing to exist...."
4.5, "There is something that all the Colombians share and is that force that we have inside, and this felling to be alive and do everything with our hearts!! That is what make us find a solution to everything, put a smile into the problems and beat them all, t"
4.5, "They may want to take Christ out of Christmas, but they can never take Christ out of me. If you are not ashamed of Christ then post this as your status for 1 day as a light to the world. Most people will be to ashamed or scared to do this. Remember Jesus Said. Whoever acknowledges me before men"
4.5, "WHENEVER I NEED ANYTHING FROM YOU, I GET IT. BUT I DON'T KNOW HOW YOU GET TO KNOW MY NEEDS WITHOUT EVEN YET BEING PART OF MY LIFE."
4.5, "yeah,it's friday! well it is for me anyway.:)"
4.5, "Yesterday was great! School was laughs the whole time, after school was interesting, then work was so funny and fun with <PERSON>! lol But I'm very tired now=/"
4.5, ...went driving today....almost died ! ps. jess is shaving my legs as we speak :)
4.5, <PERSON> is going to <PERSON> house 2 c the boy in the striped pajamas. <PERSON> is coming with!
4.5, <PERSON> STOP sending me friend suggestions it's driving me crazy XP
4.5, a few drinks with my cousin diane...and am out! check back in tomorrow after the beep. BEEP!
4.5, ABCDEFUCK
4.5, ah i love steve nash!
4.5, alias hiatus...poof!
4.5, an omelette sunday success!
4.5, At last :)
4.5, Bout time!  Shorts and T-shirt weather!
4.5, Breakfast time!
4.5, Can't wait for this darn test to be over with! Then I can move on to everything else. -w- Counting down the days. :)
